student_id,age,gender,grade,school,Math,Science,English,History,Art,Study_Hours,Attendance,study_group,Internet,Parent_Edu,Extracurricular,Avg_Score
1221,15,Male,9th,Sunrise Academy,98.0,56.0,62.0,92.0,53.0,1.8,98.8,Group C,Yes,High School,Yes,72.2
1222,14,Male,12th,Greenwood High,,60.0,49.0,69.0,53.0,3.9,65.0,,Yes,Bachelor,Yes,57.75
1223,16,Female,12th,Greenwood High,50.0,77.0,58.0,38.0,90.0,2.1,91.3,,No,High School,Yes,62.6
1224,17,Male,12th,National Grammar,84.0,89.0,86.0,38.0,52.0,5.7,57.6,Group A,Yes,Bachelor,Yes,69.8
1225,14,Female,12th,City Public School,43.0,73.0,44.0,55.0,95.0,7.1,96.5,,Yes,High School,No,62.0
1226,14,Male,11th,National Grammar,65.0,63.0,86.0,33.0,79.0,2.7,94.3,Group A,Yes,,No,65.2
1227,15,Female,11th,City Public School,66.0,54.0,91.0,45.0,62.0,1.1,80.7,Group C,Yes,High School,Yes,63.6
1228,15,Male,10th,City Public School,85.0,75.0,62.0,44.0,49.0,2.7,55.4,Group A,Yes,Master,Yes,63.0
1229,16,Male,12th,City Public School,93.0,88.0,69.0,81.0,58.0,5.5,66.6,Group B,Yes,High School,Yes,77.8
1230,17,Male,11th,Sunrise Academy,,54.0,64.0,98.0,72.0,3.0,73.3,Group B,Yes,High School,No,72.0
1231,15,Female,9th,National Grammar,66.0,53.0,67.0,34.0,74.0,2.6,75.7,Group A,Yes,,Yes,58.8
1232,14,Female,12th,City Public School,81.0,64.0,73.0,49.0,48.0,1.9,68.4,Group B,Yes,High School,No,63.0
1233,17,Male,10th,Greenwood High,90.0,87.0,84.0,47.0,83.0,4.2,56.5,Group C,No,High School,Yes,78.2
1234,17,Male,10th,Sunrise Academy,89.0,68.0,95.0,31.0,64.0,2.6,,Group B,Yes,,Yes,69.4
1235,14,Female,10th,National Grammar,45.0,56.0,87.0,42.0,69.0,6.0,78.6,Group A,No,Bachelor,Yes,59.8
1236,15,Female,9th,City Public School,98.0,40.0,86.0,33.0,72.0,1.1,67.7,Group C,No,Bachelor,Yes,65.8
1237,14,Female,11th,Greenwood High,54.0,61.0,64.0,71.0,56.0,,56.7,Group B,Yes,,No,61.2
1238,17,Male,9th,National Grammar,92.0,44.0,49.0,90.0,46.0,2.3,99.8,Group C,Yes,Bachelor,Yes,64.2
1239,18,Female,12th,National Grammar,69.0,82.0,53.0,37.0,87.0,4.2,76.7,Group A,Yes,High School,Yes,65.6
1240,18,Male,10th,Sunrise Academy,81.0,93.0,81.0,96.0,58.0,2.6,89.0,Group B,Yes,High School,Yes,81.8
1241,16,Female,9th,National Grammar,76.0,93.0,96.0,92.0,66.0,5.9,75.4,Group C,Yes,,No,84.6
1242,14,Male,9th,Sunrise Academy,97.0,36.0,85.0,38.0,75.0,7.6,56.9,Group C,Yes,Bachelor,Yes,66.2
1243,14,Female,11th,City Public School,76.0,63.0,97.0,40.0,67.0,7.4,68.9,Group B,Yes,High School,Yes,68.6
1244,16,Female,11th,Sunrise Academy,81.0,99.0,69.0,71.0,92.0,4.9,69.4,Group C,No,Master,Yes,82.4
1245,16,Female,10th,Greenwood High,99.0,60.0,94.0,42.0,64.0,4.0,92.7,Group C,Yes,,Yes,71.8
1246,16,Female,9th,Sunrise Academy,76.0,44.0,80.0,65.0,82.0,6.6,84.4,Group A,Yes,,No,69.4
1247,17,Female,9th,Greenwood High,74.0,87.0,64.0,42.0,99.0,5.6,67.4,Group A,Yes,High School,Yes,73.2
1248,14,Male,11th,Sunrise Academy,62.0,93.0,53.0,41.0,48.0,1.9,98.5,Group A,Yes,Master,Yes,59.4
1249,17,Female,9th,National Grammar,45.0,56.0,74.0,66.0,59.0,6.7,69.5,Group A,Yes,Bachelor,Yes,60.0
1250,16,Female,9th,City Public School,43.0,85.0,91.0,81.0,68.0,3.7,99.9,Group A,No,Bachelor,No,73.6
1251,14,Female,9th,Greenwood High,57.0,82.0,87.0,31.0,69.0,1.9,,Group A,No,High School,Yes,65.2
1252,17,Male,11th,Sunrise Academy,99.0,55.0,73.0,85.0,45.0,2.6,63.6,Group B,No,,Yes,71.4
1253,17,Female,10th,Sunrise Academy,48.0,56.0,49.0,89.0,51.0,2.5,69.1,Group A,Yes,High School,No,58.6
1254,16,Male,12th,Sunrise Academy,88.0,64.0,74.0,52.0,75.0,4.4,76.9,Group C,Yes,Bachelor,Yes,70.6
1255,14,Female,10th,National Grammar,68.0,59.0,50.0,69.0,56.0,2.3,84.9,Group B,Yes,,No,60.4
1256,16,Female,12th,National Grammar,52.0,62.0,50.0,93.0,86.0,1.4,78.8,Group C,Yes,High School,Yes,68.6
1257,14,Male,9th,Greenwood High,98.0,99.0,60.0,52.0,49.0,1.4,98.6,Group A,Yes,High School,Yes,71.6
1258,18,Female,10th,Greenwood High,86.0,79.0,60.0,58.0,88.0,4.9,87.6,Group A,Yes,Master,No,74.2
1259,15,Male,12th,National Grammar,91.0,41.0,61.0,80.0,94.0,6.0,,Group C,Yes,Bachelor,No,73.4
1260,15,Male,11th,Greenwood High,56.0,83.0,84.0,98.0,86.0,2.9,59.7,Group C,Yes,High School,Yes,81.4
1261,15,Female,11th,City Public School,84.0,43.0,46.0,60.0,82.0,0.8,86.0,Group C,Yes,High School,No,63.0
1262,16,Male,10th,City Public School,71.0,70.0,94.0,79.0,56.0,1.5,62.1,,No,Master,Yes,74.0
1263,18,Female,10th,National Grammar,87.0,35.0,56.0,49.0,83.0,7.4,90.4,,Yes,Master,No,62.0
1264,14,Female,9th,Greenwood High,61.0,44.0,41.0,84.0,62.0,4.2,,,No,Bachelor,Yes,58.4
1265,17,Male,10th,Sunrise Academy,43.0,70.0,51.0,31.0,46.0,3.9,69.7,,No,High School,Yes,48.2
1266,14,Male,9th,City Public School,44.0,80.0,96.0,54.0,54.0,0.8,55.5,Group B,Yes,High School,No,65.6
1267,17,Male,9th,National Grammar,76.0,66.0,81.0,42.0,59.0,6.0,86.5,Group A,Yes,Master,No,64.8
1268,14,Male,11th,Greenwood High,80.0,66.0,57.0,99.0,74.0,4.5,60.1,Group C,Yes,High School,Yes,75.2
1269,18,Female,11th,National Grammar,88.0,40.0,93.0,96.0,88.0,2.0,89.8,Group A,No,High School,Yes,81.0
1270,17,Female,12th,Sunrise Academy,52.0,82.0,98.0,87.0,61.0,1.3,77.1,Group C,Yes,Bachelor,Yes,76.0
1271,16,Male,11th,City Public School,73.0,72.0,50.0,93.0,48.0,3.4,90.3,Group A,No,Master,Yes,67.2
1272,14,Female,11th,National Grammar,84.0,51.0,55.0,98.0,51.0,6.8,81.3,Group B,Yes,High School,Yes,67.8
1273,14,Female,10th,National Grammar,61.0,61.0,88.0,88.0,85.0,7.0,58.7,,No,Bachelor,Yes,76.6
1274,17,Female,11th,National Grammar,92.0,,90.0,89.0,75.0,5.0,89.5,Group A,No,Bachelor,Yes,86.5
1275,16,Female,12th,Sunrise Academy,98.0,84.0,57.0,91.0,95.0,6.0,58.1,Group C,Yes,High School,No,85.0
1276,16,Male,10th,National Grammar,62.0,69.0,74.0,45.0,99.0,,,Group A,Yes,High School,Yes,69.8
1277,18,Male,12th,Sunrise Academy,90.0,59.0,92.0,97.0,83.0,4.9,62.8,Group B,Yes,Master,Yes,84.2
1278,16,Female,11th,Sunrise Academy,42.0,62.0,98.0,44.0,99.0,5.5,88.9,Group B,Yes,Master,Yes,69.0
1279,16,Male,12th,Sunrise Academy,81.0,49.0,65.0,84.0,78.0,2.0,96.0,Group A,Yes,Bachelor,No,71.4
1280,16,Male,10th,City Public School,73.0,38.0,55.0,64.0,50.0,,79.9,,No,Bachelor,Yes,56.0
1281,15,Male,9th,City Public School,71.0,61.0,45.0,84.0,94.0,2.0,78.7,Group C,Yes,High School,Yes,71.0
1282,18,Female,12th,National Grammar,84.0,60.0,96.0,43.0,82.0,2.9,89.4,Group B,No,Master,No,73.0
1283,14,Female,12th,National Grammar,,53.0,83.0,78.0,89.0,5.2,55.2,Group B,No,High School,No,75.75
1284,17,Female,10th,City Public School,97.0,51.0,82.0,36.0,95.0,5.3,96.3,Group A,Yes,Bachelor,No,72.2
1285,14,Male,10th,Greenwood High,88.0,77.0,86.0,59.0,78.0,5.7,63.9,Group B,No,Master,No,77.6
1286,18,Female,12th,City Public School,60.0,75.0,86.0,78.0,88.0,1.3,99.3,Group B,Yes,Bachelor,No,77.4
1287,17,Female,11th,Sunrise Academy,85.0,76.0,87.0,45.0,59.0,6.9,88.1,Group C,No,Bachelor,No,70.4
1288,18,Male,12th,City Public School,83.0,84.0,81.0,80.0,58.0,4.5,89.8,,Yes,Bachelor,Yes,77.2
1289,16,Female,10th,Sunrise Academy,60.0,74.0,51.0,71.0,50.0,4.0,,Group C,Yes,High School,Yes,61.2
1290,17,Female,9th,National Grammar,83.0,73.0,99.0,46.0,94.0,7.9,76.2,,Yes,Bachelor,Yes,79.0
1291,16,Male,9th,Greenwood High,50.0,57.0,52.0,92.0,81.0,6.1,80.7,Group C,Yes,,Yes,66.4
1292,14,Male,11th,National Grammar,78.0,86.0,43.0,74.0,94.0,1.4,57.1,Group A,Yes,Bachelor,Yes,75.0
1293,14,Male,12th,Sunrise Academy,,81.0,78.0,36.0,76.0,6.2,83.1,Group B,Yes,High School,Yes,67.75
1294,17,Female,9th,Sunrise Academy,90.0,97.0,93.0,56.0,47.0,1.2,83.2,,Yes,High School,No,76.6
1295,17,Female,12th,Sunrise Academy,40.0,77.0,41.0,39.0,47.0,0.7,95.1,Group A,No,Bachelor,Yes,48.8
1296,18,Female,10th,Greenwood High,67.0,82.0,65.0,63.0,66.0,3.5,77.8,Group B,Yes,Master,Yes,68.6
1297,18,Male,9th,City Public School,63.0,68.0,98.0,65.0,66.0,8.0,58.5,Group B,Yes,High School,No,72.0
1298,16,Male,11th,National Grammar,74.0,74.0,66.0,54.0,54.0,1.8,68.8,Group B,Yes,Bachelor,Yes,64.4
1299,17,Female,10th,National Grammar,52.0,95.0,66.0,35.0,95.0,5.5,84.5,Group C,No,,Yes,68.6
1300,14,Female,11th,City Public School,86.0,,54.0,53.0,47.0,1.8,65.8,Group A,No,Master,Yes,60.0
1301,18,Male,10th,National Grammar,73.0,96.0,47.0,47.0,56.0,5.9,67.6,Group A,Yes,Bachelor,No,63.8
1302,18,Male,9th,Greenwood High,50.0,92.0,46.0,35.0,73.0,4.3,91.9,Group B,Yes,Bachelor,Yes,59.2
1303,14,Male,11th,National Grammar,75.0,67.0,86.0,58.0,92.0,5.6,81.3,,Yes,Master,No,75.6
1304,18,Male,11th,Sunrise Academy,90.0,50.0,94.0,54.0,61.0,2.0,,Group A,Yes,,Yes,69.8
1305,16,Female,10th,City Public School,56.0,82.0,85.0,84.0,51.0,6.1,,Group C,No,Master,Yes,71.6
1306,17,Male,11th,Greenwood High,74.0,44.0,79.0,75.0,57.0,8.0,87.9,,Yes,Master,Yes,65.8
1307,14,Female,10th,City Public School,99.0,72.0,99.0,53.0,46.0,5.5,67.9,,No,Master,No,73.8
1308,17,Female,10th,Greenwood High,57.0,53.0,51.0,55.0,48.0,4.2,88.2,,Yes,High School,No,52.8
1309,18,Female,10th,Sunrise Academy,79.0,70.0,52.0,57.0,54.0,7.4,58.2,,No,High School,No,62.4
1310,18,Male,10th,City Public School,61.0,93.0,82.0,32.0,83.0,0.6,93.9,Group A,Yes,Master,No,70.2
1311,14,Male,9th,National Grammar,96.0,97.0,56.0,67.0,68.0,,77.5,Group B,No,High School,Yes,76.8
1312,16,Male,10th,Greenwood High,63.0,80.0,56.0,90.0,61.0,7.2,74.7,,No,Bachelor,No,70.0
1313,15,Male,12th,City Public School,,37.0,95.0,80.0,96.0,1.0,82.5,Group C,No,High School,Yes,77.0
1314,14,Female,11th,National Grammar,58.0,99.0,75.0,77.0,50.0,3.9,83.1,Group C,Yes,,No,71.8
1315,15,Male,12th,City Public School,76.0,42.0,60.0,50.0,63.0,2.0,60.9,Group B,Yes,High School,Yes,58.2
1316,15,Male,9th,City Public School,78.0,85.0,47.0,83.0,49.0,4.7,89.0,Group A,Yes,Bachelor,Yes,68.4
1317,16,Female,12th,City Public School,60.0,40.0,44.0,85.0,76.0,5.4,67.4,Group B,Yes,High School,Yes,61.0
1318,15,Male,11th,Greenwood High,,73.0,65.0,88.0,54.0,2.8,95.7,,Yes,Bachelor,Yes,70.0
1319,15,Female,12th,National Grammar,67.0,94.0,55.0,80.0,53.0,3.9,91.8,Group A,Yes,Bachelor,Yes,69.8
1320,16,Female,9th,Sunrise Academy,44.0,62.0,75.0,49.0,71.0,2.6,70.6,Group A,Yes,Bachelor,No,60.2
1321,15,Female,10th,Greenwood High,56.0,88.0,67.0,88.0,57.0,3.3,91.3,,Yes,Bachelor,Yes,71.2
1322,15,Female,12th,Greenwood High,76.0,71.0,93.0,38.0,63.0,1.7,71.0,Group C,Yes,High School,Yes,68.2
1323,15,Female,9th,Greenwood High,75.0,43.0,68.0,30.0,65.0,7.1,59.5,,Yes,High School,No,56.2
1324,14,Female,9th,Sunrise Academy,93.0,90.0,86.0,58.0,68.0,0.6,98.3,Group B,Yes,High School,Yes,79.0
1325,14,Female,11th,National Grammar,58.0,93.0,51.0,92.0,82.0,7.1,84.4,,Yes,Bachelor,No,75.2
1326,14,Female,11th,National Grammar,66.0,36.0,76.0,85.0,48.0,4.8,75.5,Group C,Yes,Bachelor,Yes,62.2
1327,16,Male,12th,National Grammar,92.0,95.0,69.0,97.0,68.0,3.0,72.9,,Yes,Bachelor,No,84.2
1328,18,Male,10th,City Public School,73.0,92.0,62.0,64.0,79.0,5.9,69.6,Group B,No,,Yes,74.0
1329,15,Male,9th,City Public School,50.0,94.0,55.0,32.0,47.0,4.3,,Group B,No,Bachelor,Yes,55.6
1330,15,Male,12th,City Public School,93.0,74.0,53.0,36.0,48.0,4.2,61.1,Group C,No,,Yes,60.8
1331,16,Female,9th,Sunrise Academy,84.0,70.0,49.0,56.0,81.0,1.3,69.2,Group B,No,Master,Yes,68.0
1332,15,Male,9th,City Public School,86.0,71.0,46.0,30.0,84.0,3.4,76.8,Group B,Yes,,No,63.4
1333,14,Female,10th,Sunrise Academy,51.0,52.0,84.0,73.0,92.0,2.3,76.5,,Yes,Master,Yes,70.4
1334,18,Male,10th,National Grammar,93.0,97.0,91.0,70.0,98.0,0.6,76.2,Group A,Yes,Bachelor,Yes,89.8
1335,17,Male,12th,City Public School,60.0,56.0,99.0,71.0,79.0,,,Group B,Yes,High School,Yes,73.0
1336,15,Male,10th,City Public School,93.0,45.0,76.0,62.0,75.0,1.2,61.5,Group B,Yes,High School,No,70.2
1337,14,Female,10th,Greenwood High,50.0,92.0,68.0,79.0,88.0,2.4,66.5,Group C,Yes,,Yes,75.4
1338,17,Male,12th,Sunrise Academy,78.0,91.0,42.0,92.0,69.0,1.2,96.2,Group C,Yes,High School,No,74.4
1339,18,Female,10th,National Grammar,67.0,38.0,54.0,66.0,84.0,1.3,60.1,,Yes,High School,Yes,61.8
1340,17,Female,11th,Greenwood High,44.0,41.0,75.0,88.0,57.0,2.0,89.1,,No,Bachelor,Yes,61.0
1341,14,Male,9th,Greenwood High,56.0,95.0,86.0,77.0,48.0,8.0,89.1,Group B,Yes,High School,Yes,72.4
1342,17,Male,9th,National Grammar,95.0,88.0,85.0,34.0,90.0,0.5,91.4,Group A,Yes,Bachelor,No,78.4
1343,16,Male,9th,Greenwood High,,35.0,91.0,77.0,58.0,5.3,94.9,Group A,Yes,High School,No,65.25
1344,17,Female,9th,Sunrise Academy,80.0,89.0,58.0,32.0,57.0,1.6,66.8,,Yes,Master,Yes,63.2
1345,15,Male,12th,Sunrise Academy,85.0,37.0,52.0,76.0,71.0,7.4,65.1,Group C,Yes,Bachelor,Yes,64.2
1346,15,Female,9th,City Public School,97.0,72.0,81.0,91.0,50.0,1.2,75.9,Group B,No,High School,No,78.2
1347,16,Female,9th,Greenwood High,51.0,35.0,60.0,43.0,61.0,7.7,66.9,Group B,Yes,,Yes,50.0
1348,14,Male,9th,City Public School,45.0,72.0,76.0,92.0,80.0,5.1,88.0,Group A,Yes,High School,Yes,73.0
1349,15,Male,9th,Greenwood High,56.0,63.0,66.0,90.0,84.0,0.5,83.6,,Yes,High School,Yes,71.8
1350,18,Female,11th,Sunrise Academy,90.0,39.0,94.0,60.0,93.0,7.2,94.4,Group A,Yes,Bachelor,Yes,75.2
1351,15,Female,9th,Sunrise Academy,58.0,,91.0,46.0,79.0,4.4,58.7,Group A,No,Bachelor,Yes,68.5
1352,15,Female,11th,Sunrise Academy,65.0,81.0,68.0,53.0,61.0,2.5,96.2,,Yes,Master,Yes,65.6
1353,14,Male,12th,Greenwood High,87.0,69.0,59.0,52.0,85.0,6.3,68.2,Group C,Yes,Bachelor,Yes,70.4
1354,17,Female,10th,Sunrise Academy,83.0,35.0,64.0,79.0,46.0,7.4,77.1,Group B,No,Master,No,61.4
1355,15,Male,9th,Greenwood High,83.0,46.0,45.0,99.0,57.0,4.1,74.7,Group C,No,Master,Yes,66.0
1356,16,Female,10th,City Public School,91.0,,75.0,56.0,96.0,2.9,89.2,,Yes,Master,No,79.5
1357,17,Female,10th,Greenwood High,71.0,61.0,41.0,44.0,46.0,6.4,73.9,,Yes,Bachelor,Yes,52.6
1358,18,Male,12th,City Public School,45.0,90.0,61.0,79.0,96.0,5.6,97.5,Group B,Yes,High School,No,74.2
1359,14,Female,10th,Greenwood High,,57.0,71.0,65.0,72.0,,95.6,Group C,Yes,High School,Yes,66.25
1360,18,Male,11th,City Public School,97.0,59.0,55.0,37.0,87.0,5.7,94.2,Group B,Yes,,No,67.0
1361,17,Male,10th,Sunrise Academy,75.0,55.0,57.0,32.0,70.0,2.3,58.2,Group A,No,High School,Yes,57.8
1362,17,Female,10th,City Public School,77.0,95.0,44.0,91.0,66.0,7.5,93.4,Group A,Yes,High School,No,74.6
1363,17,Male,10th,Sunrise Academy,50.0,97.0,93.0,76.0,91.0,1.3,90.2,Group A,No,Bachelor,Yes,81.4
1364,18,Male,9th,Sunrise Academy,72.0,86.0,75.0,90.0,87.0,2.5,59.7,Group C,Yes,,Yes,82.0
1365,17,Female,9th,City Public School,63.0,59.0,69.0,61.0,99.0,4.4,59.8,Group A,Yes,Bachelor,No,70.2
1366,18,Male,11th,Greenwood High,62.0,89.0,84.0,42.0,47.0,4.7,59.6,Group B,Yes,,Yes,64.8
1367,17,Male,11th,Greenwood High,54.0,80.0,58.0,30.0,79.0,0.6,55.5,Group C,No,Bachelor,Yes,60.2
1368,16,Male,9th,National Grammar,66.0,66.0,62.0,63.0,56.0,6.4,79.7,Group B,No,Bachelor,No,62.6
1369,17,Female,11th,Greenwood High,50.0,89.0,73.0,91.0,68.0,3.2,98.8,,Yes,High School,Yes,74.2
1370,18,Male,9th,National Grammar,96.0,39.0,52.0,60.0,49.0,3.5,74.7,Group C,Yes,Bachelor,Yes,59.2
1371,15,Female,12th,Greenwood High,90.0,,82.0,93.0,64.0,6.6,79.3,Group B,Yes,Bachelor,No,82.25
1372,17,Female,10th,Greenwood High,,,93.0,54.0,83.0,3.3,98.6,Group B,No,High School,Yes,76.67
1373,15,Male,10th,Sunrise Academy,56.0,92.0,68.0,67.0,83.0,0.9,66.5,Group C,No,High School,No,73.2
1374,16,Male,11th,National Grammar,90.0,73.0,75.0,43.0,57.0,1.8,93.6,,Yes,High School,Yes,67.6
1375,14,Male,9th,Greenwood High,92.0,95.0,61.0,37.0,85.0,7.7,79.6,Group C,Yes,Bachelor,No,74.0
1376,16,Female,9th,National Grammar,53.0,43.0,91.0,83.0,97.0,1.0,80.6,Group A,Yes,Bachelor,Yes,73.4
1377,17,Male,11th,Sunrise Academy,66.0,40.0,91.0,31.0,89.0,3.2,70.4,Group A,Yes,,No,63.4
1378,15,Male,9th,Sunrise Academy,57.0,69.0,86.0,85.0,56.0,4.3,80.3,,Yes,Bachelor,Yes,70.6
1379,15,Male,12th,National Grammar,67.0,73.0,75.0,90.0,57.0,4.2,58.3,Group B,Yes,High School,Yes,72.4
1380,18,Male,10th,Sunrise Academy,90.0,56.0,48.0,51.0,54.0,0.5,89.4,Group B,No,Bachelor,No,59.8
1381,15,Male,11th,City Public School,86.0,75.0,78.0,64.0,77.0,4.3,67.8,Group B,Yes,High School,Yes,76.0
1382,18,Female,11th,City Public School,86.0,39.0,90.0,45.0,84.0,3.4,94.9,Group C,No,Bachelor,No,68.8
1383,14,Female,9th,Sunrise Academy,43.0,76.0,58.0,79.0,98.0,7.8,71.6,Group C,Yes,High School,No,70.8
1384,17,Male,11th,City Public School,46.0,64.0,77.0,72.0,60.0,1.7,61.4,,Yes,Bachelor,Yes,63.8
1385,18,Male,12th,Greenwood High,84.0,91.0,45.0,46.0,89.0,3.2,86.3,Group A,Yes,,No,71.0
1386,14,Male,9th,National Grammar,74.0,63.0,91.0,87.0,79.0,3.6,62.4,Group B,Yes,Bachelor,Yes,78.8
1387,15,Male,9th,Greenwood High,87.0,71.0,86.0,31.0,47.0,3.4,88.9,Group A,Yes,High School,Yes,64.4
1388,15,Female,9th,National Grammar,48.0,,54.0,33.0,49.0,5.5,98.6,Group C,Yes,Bachelor,Yes,46.0
1389,14,Male,9th,Sunrise Academy,47.0,,96.0,68.0,70.0,2.1,90.1,Group C,Yes,High School,No,70.25
1390,15,Female,12th,Greenwood High,91.0,80.0,59.0,35.0,55.0,2.2,56.0,Group C,Yes,Bachelor,Yes,64.0
1391,14,Female,9th,Sunrise Academy,84.0,57.0,48.0,98.0,51.0,6.0,82.0,Group A,Yes,Bachelor,No,67.6
1392,18,Male,11th,Sunrise Academy,56.0,79.0,71.0,98.0,97.0,4.3,86.3,,Yes,Bachelor,Yes,80.2
1393,18,Female,12th,National Grammar,,51.0,43.0,49.0,54.0,3.6,92.1,,Yes,Bachelor,No,49.25
1394,14,Female,10th,National Grammar,88.0,40.0,89.0,93.0,86.0,1.8,57.5,Group C,Yes,High School,Yes,79.2
1395,18,Female,10th,National Grammar,72.0,52.0,57.0,45.0,96.0,1.9,76.6,Group B,No,Bachelor,No,64.4
1396,18,Female,11th,Greenwood High,71.0,56.0,44.0,80.0,78.0,0.6,79.1,Group A,Yes,Bachelor,Yes,65.8
1397,18,Male,11th,City Public School,47.0,,59.0,66.0,47.0,1.2,62.6,Group C,No,Master,Yes,54.75
1398,16,Male,12th,National Grammar,58.0,64.0,62.0,98.0,52.0,4.7,69.5,Group A,Yes,Bachelor,Yes,66.8
1399,17,Female,10th,National Grammar,,66.0,50.0,71.0,75.0,7.2,74.8,Group A,Yes,Bachelor,No,65.5
1400,15,Male,10th,Greenwood High,42.0,76.0,76.0,86.0,55.0,2.7,92.5,,Yes,High School,Yes,67.0
1401,16,Male,10th,National Grammar,98.0,44.0,61.0,95.0,89.0,3.0,96.8,Group C,No,Bachelor,No,77.4
1402,18,Male,10th,Greenwood High,44.0,70.0,97.0,38.0,51.0,1.4,83.3,,No,Bachelor,Yes,60.0
1403,14,Male,10th,Sunrise Academy,52.0,68.0,43.0,93.0,89.0,3.4,72.8,Group C,Yes,Master,No,69.0
1404,18,Male,9th,National Grammar,86.0,62.0,68.0,51.0,46.0,0.8,66.4,Group A,Yes,High School,Yes,62.6
1405,17,Female,11th,National Grammar,85.0,45.0,83.0,63.0,50.0,7.4,99.2,,Yes,,Yes,65.2
1406,18,Male,9th,Sunrise Academy,70.0,73.0,73.0,84.0,85.0,5.5,99.2,Group A,Yes,,Yes,77.0
1407,14,Male,10th,Sunrise Academy,94.0,81.0,52.0,58.0,76.0,7.9,96.6,Group C,Yes,Bachelor,Yes,72.2
1408,17,Male,12th,Sunrise Academy,55.0,53.0,81.0,67.0,64.0,7.1,90.4,Group B,Yes,Master,Yes,64.0
1409,18,Male,12th,National Grammar,89.0,49.0,48.0,47.0,78.0,4.0,69.7,,Yes,,No,62.2
1410,17,Female,10th,City Public School,71.0,62.0,81.0,94.0,94.0,4.4,,,No,Bachelor,No,80.4
1411,15,Female,10th,City Public School,61.0,58.0,70.0,30.0,60.0,1.9,73.4,Group A,Yes,Bachelor,No,55.8
1412,15,Female,12th,City Public School,68.0,43.0,46.0,33.0,69.0,4.0,69.7,Group A,Yes,Bachelor,Yes,51.8
1413,18,Female,9th,National Grammar,61.0,81.0,43.0,33.0,56.0,7.3,88.5,Group B,Yes,High School,Yes,54.8
1414,17,Male,9th,Sunrise Academy,82.0,67.0,58.0,56.0,51.0,0.9,58.6,,Yes,Bachelor,No,62.8
1415,14,Female,10th,National Grammar,42.0,96.0,81.0,72.0,83.0,7.0,57.2,Group C,Yes,,Yes,74.8
1416,18,Male,9th,Sunrise Academy,93.0,53.0,69.0,88.0,61.0,,75.2,Group C,Yes,Bachelor,No,72.8
1417,15,Male,12th,National Grammar,49.0,74.0,70.0,61.0,89.0,7.2,75.1,,Yes,High School,Yes,68.6
1418,15,Male,9th,National Grammar,81.0,81.0,74.0,62.0,55.0,7.6,95.3,,No,Bachelor,No,70.6
1419,18,Male,10th,Sunrise Academy,60.0,99.0,96.0,57.0,50.0,5.5,60.7,,No,Bachelor,Yes,72.4
1420,17,Male,12th,City Public School,55.0,63.0,60.0,84.0,67.0,5.5,60.5,Group B,Yes,,No,65.8
1421,15,Female,9th,Sunrise Academy,51.0,84.0,70.0,89.0,71.0,3.9,61.6,Group C,Yes,High School,Yes,73.0
1422,17,Female,11th,Greenwood High,,47.0,58.0,99.0,90.0,6.8,56.3,Group C,Yes,Bachelor,No,73.5
1423,15,Female,12th,Greenwood High,80.0,35.0,70.0,91.0,50.0,7.7,58.2,Group A,Yes,Bachelor,Yes,65.2
1424,15,Female,12th,Sunrise Academy,63.0,68.0,92.0,63.0,82.0,6.3,84.7,Group A,Yes,Bachelor,No,73.6
1425,16,Male,11th,National Grammar,,82.0,71.0,85.0,46.0,5.2,74.4,,Yes,High School,No,71.0
1426,15,Female,11th,Greenwood High,95.0,82.0,41.0,42.0,66.0,5.1,89.4,Group A,Yes,,Yes,65.2
1427,14,Male,12th,Greenwood High,69.0,83.0,98.0,85.0,64.0,6.9,99.7,Group B,No,High School,Yes,79.8
1428,18,Female,11th,National Grammar,96.0,98.0,91.0,47.0,69.0,4.6,84.7,Group C,Yes,High School,Yes,80.2
1429,18,Male,10th,National Grammar,69.0,95.0,49.0,83.0,59.0,6.5,57.3,Group C,No,Master,Yes,71.0
1430,17,Male,10th,City Public School,86.0,63.0,41.0,72.0,93.0,4.3,59.7,Group A,Yes,,Yes,71.0
1431,15,Female,10th,National Grammar,74.0,,41.0,68.0,73.0,1.0,94.6,,Yes,High School,Yes,64.0
1432,14,Male,12th,Sunrise Academy,58.0,,99.0,90.0,52.0,3.4,78.7,Group A,Yes,,Yes,74.75
1433,17,Male,11th,Sunrise Academy,89.0,51.0,63.0,71.0,81.0,3.8,92.1,,Yes,,No,71.0
1434,16,Female,11th,City Public School,47.0,47.0,56.0,47.0,93.0,1.6,93.5,Group B,Yes,Bachelor,No,58.0
1435,17,Male,9th,Greenwood High,65.0,60.0,71.0,52.0,96.0,1.3,96.7,Group C,Yes,Bachelor,Yes,68.8
1436,17,Female,9th,Greenwood High,88.0,83.0,55.0,83.0,77.0,4.5,97.7,Group B,Yes,,No,77.2
1437,15,Female,11th,National Grammar,79.0,41.0,55.0,59.0,66.0,1.1,80.0,Group C,Yes,,No,60.0
1438,16,Female,11th,Sunrise Academy,46.0,92.0,85.0,87.0,94.0,2.8,70.3,Group B,Yes,,Yes,80.8
1439,17,Male,11th,Greenwood High,69.0,83.0,78.0,97.0,91.0,6.1,98.3,Group A,No,Bachelor,Yes,83.6
1440,14,Male,12th,City Public School,46.0,87.0,92.0,96.0,49.0,7.7,79.6,Group B,Yes,Bachelor,Yes,74.0
