student_id,name,age,gender,grade,school,math_score,science_score,english_score,history_score,art_score,study_hours_per_day,attendance_percent,study_group,internet_access,parent_education,extracurricular
1216,Student_216,16,Male,11th,National Grammar,89.0,44.0,57.0,59.0,78.0,4.7,65.9,Group C,Yes,Bachelor,Yes
1217,Student_217,17,Female,9th,Greenwood High,44.0,69.0,88.0,47.0,51.0,7.8,96.6,None,Yes,Bachelor,Yes
1218,Student_218,17,Female,12th,Sunrise Academy,69.0,36.0,98.0,89.0,80.0,6.3,78.5,Group A,No,High School,Yes
1219,Student_219,14,Female,9th,Sunrise Academy,95.0,58.0,80.0,44.0,62.0,1.3,55.6,None,Yes,Master,Yes
1220,Student_220,14,Male,9th,Greenwood High,63.0,72.0,48.0,33.0,82.0,6.3,55.9,None,Yes,High School,Yes
1221,Student_221,15,Male,9th,Sunrise Academy,98.0,56.0,62.0,92.0,53.0,1.8,98.8,Group C,Yes,High School,Yes
1222,Student_222,14,Male,12th,Greenwood High,,60.0,49.0,69.0,53.0,3.9,65.0,None,Yes,Bachelor,Yes
1223,Student_223,16,Female,12th,Greenwood High,50.0,77.0,58.0,38.0,90.0,2.1,91.3,None,No,High School,Yes
1224,Student_224,17,Male,12th,National Grammar,84.0,89.0,86.0,38.0,52.0,5.7,57.6,Group A,Yes,Bachelor,Yes
1225,Student_225,14,Female,12th,City Public School,43.0,73.0,44.0,55.0,95.0,7.1,96.5,None,Yes,High School,No
1226,Student_226,14,Male,11th,National Grammar,65.0,63.0,86.0,33.0,79.0,2.7,94.3,Group A,Yes,,No
1227,Student_227,15,Female,11th,City Public School,66.0,54.0,91.0,45.0,62.0,1.1,80.7,Group C,Yes,High School,Yes
1228,Student_228,15,Male,10th,City Public School,85.0,75.0,62.0,44.0,49.0,2.7,55.4,Group A,Yes,Master,Yes
1229,Student_229,16,Male,12th,City Public School,93.0,88.0,69.0,81.0,58.0,5.5,66.6,Group B,Yes,High School,Yes
1230,Student_230,17,Male,11th,Sunrise Academy,,54.0,64.0,98.0,72.0,3.0,73.3,Group B,Yes,High School,No
1231,Student_231,15,Female,9th,National Grammar,66.0,53.0,67.0,34.0,74.0,2.6,75.7,Group A,Yes,None,Yes
1232,Student_232,14,Female,12th,City Public School,81.0,64.0,73.0,49.0,48.0,1.9,68.4,Group B,Yes,High School,No
1233,Student_233,17,Male,10th,Greenwood High,90.0,87.0,84.0,47.0,83.0,4.2,56.5,Group C,No,High School,Yes
1234,Student_234,17,Male,10th,Sunrise Academy,89.0,68.0,95.0,31.0,64.0,2.6,,Group B,Yes,None,Yes
1235,Student_235,14,Female,10th,National Grammar,45.0,56.0,87.0,42.0,69.0,6.0,78.6,Group A,No,Bachelor,Yes
1236,Student_236,15,Female,9th,City Public School,98.0,40.0,86.0,33.0,72.0,1.1,67.7,Group C,No,Bachelor,Yes
1237,Student_237,14,Female,11th,Greenwood High,54.0,61.0,64.0,71.0,56.0,,56.7,Group B,Yes,,No
1238,Student_238,17,Male,9th,National Grammar,92.0,44.0,49.0,90.0,46.0,2.3,99.8,Group C,Yes,Bachelor,Yes
1239,Student_239,18,Female,12th,National Grammar,69.0,82.0,53.0,37.0,87.0,4.2,76.7,Group A,Yes,High School,Yes
1240,Student_240,18,Male,10th,Sunrise Academy,81.0,93.0,81.0,96.0,58.0,2.6,89.0,Group B,Yes,High School,Yes
1241,Student_241,16,Female,9th,National Grammar,76.0,93.0,96.0,92.0,66.0,5.9,75.4,Group C,Yes,,No
1242,Student_242,14,Male,9th,Sunrise Academy,97.0,36.0,85.0,38.0,75.0,7.6,56.9,Group C,Yes,Bachelor,Yes
1243,Student_243,14,Female,11th,City Public School,76.0,63.0,97.0,40.0,67.0,7.4,68.9,Group B,Yes,High School,Yes
1244,Student_244,16,Female,11th,Sunrise Academy,81.0,99.0,69.0,71.0,92.0,4.9,69.4,Group C,No,Master,Yes
1245,Student_245,16,Female,10th,Greenwood High,99.0,60.0,94.0,42.0,64.0,4.0,92.7,Group C,Yes,None,Yes
1246,Student_246,16,Female,9th,Sunrise Academy,76.0,44.0,80.0,65.0,82.0,6.6,84.4,Group A,Yes,None,No
1247,Student_247,17,Female,9th,Greenwood High,74.0,87.0,64.0,42.0,99.0,5.6,67.4,Group A,Yes,High School,Yes
1248,Student_248,14,Male,11th,Sunrise Academy,62.0,93.0,53.0,41.0,48.0,1.9,98.5,Group A,Yes,Master,Yes
1249,Student_249,17,Female,9th,National Grammar,45.0,56.0,74.0,66.0,59.0,6.7,69.5,Group A,Yes,Bachelor,Yes
1250,Student_250,16,Female,9th,City Public School,43.0,85.0,91.0,81.0,68.0,3.7,99.9,Group A,No,Bachelor,No
1251,Student_251,14,Female,9th,Greenwood High,57.0,82.0,87.0,31.0,69.0,1.9,,Group A,No,High School,Yes
1252,Student_252,17,Male,11th,Sunrise Academy,99.0,55.0,73.0,85.0,45.0,2.6,63.6,Group B,No,,Yes
1253,Student_253,17,Female,10th,Sunrise Academy,48.0,56.0,49.0,89.0,51.0,2.5,69.1,Group A,Yes,High School,No
1254,Student_254,16,Male,12th,Sunrise Academy,88.0,64.0,74.0,52.0,75.0,4.4,76.9,Group C,Yes,Bachelor,Yes
1255,Student_255,14,Female,10th,National Grammar,68.0,59.0,50.0,69.0,56.0,2.3,84.9,Group B,Yes,None,No
1256,Student_256,16,Female,12th,National Grammar,52.0,62.0,50.0,93.0,86.0,1.4,78.8,Group C,Yes,High School,Yes
1257,Student_257,14,Male,9th,Greenwood High,98.0,99.0,60.0,52.0,49.0,1.4,98.6,Group A,Yes,High School,Yes
1258,Student_258,18,Female,10th,Greenwood High,86.0,79.0,60.0,58.0,88.0,4.9,87.6,Group A,Yes,Master,No
1259,Student_259,15,Male,12th,National Grammar,91.0,41.0,61.0,80.0,94.0,6.0,,Group C,Yes,Bachelor,No
1260,Student_260,15,Male,11th,Greenwood High,56.0,83.0,84.0,98.0,86.0,2.9,59.7,Group C,Yes,High School,Yes
1261,Student_261,15,Female,11th,City Public School,84.0,43.0,46.0,60.0,82.0,0.8,86.0,Group C,Yes,High School,No
1262,Student_262,16,Male,10th,City Public School,71.0,70.0,94.0,79.0,56.0,1.5,62.1,None,No,Master,Yes
1263,Student_263,18,Female,10th,National Grammar,87.0,35.0,56.0,49.0,83.0,7.4,90.4,None,Yes,Master,No
1264,Student_264,14,Female,9th,Greenwood High,61.0,44.0,41.0,84.0,62.0,4.2,,None,No,Bachelor,Yes
1265,Student_265,17,Male,10th,Sunrise Academy,43.0,70.0,51.0,31.0,46.0,3.9,69.7,None,No,High School,Yes
1266,Student_266,14,Male,9th,City Public School,44.0,80.0,96.0,54.0,54.0,0.8,55.5,Group B,Yes,High School,No
1267,Student_267,17,Male,9th,National Grammar,76.0,66.0,81.0,42.0,59.0,6.0,86.5,Group A,Yes,Master,No
1268,Student_268,14,Male,11th,Greenwood High,80.0,66.0,57.0,99.0,74.0,4.5,60.1,Group C,Yes,High School,Yes
1269,Student_269,18,Female,11th,National Grammar,88.0,40.0,93.0,96.0,88.0,2.0,89.8,Group A,No,High School,Yes
1270,Student_270,17,Female,12th,Sunrise Academy,52.0,82.0,98.0,87.0,61.0,1.3,77.1,Group C,Yes,Bachelor,Yes
1271,Student_271,16,Male,11th,City Public School,73.0,72.0,50.0,93.0,48.0,3.4,90.3,Group A,No,Master,Yes
1272,Student_272,14,Female,11th,National Grammar,84.0,51.0,55.0,98.0,51.0,6.8,81.3,Group B,Yes,High School,Yes
1273,Student_273,14,Female,10th,National Grammar,61.0,61.0,88.0,88.0,85.0,7.0,58.7,None,No,Bachelor,Yes
1274,Student_274,17,Female,11th,National Grammar,92.0,,90.0,89.0,75.0,5.0,89.5,Group A,No,Bachelor,Yes
1275,Student_275,16,Female,12th,Sunrise Academy,98.0,84.0,57.0,91.0,95.0,6.0,58.1,Group C,Yes,High School,No
1276,Student_276,16,Male,10th,National Grammar,62.0,69.0,74.0,45.0,99.0,,,Group A,Yes,High School,Yes
1277,Student_277,18,Male,12th,Sunrise Academy,90.0,59.0,92.0,97.0,83.0,4.9,62.8,Group B,Yes,Master,Yes
1278,Student_278,16,Female,11th,Sunrise Academy,42.0,62.0,98.0,44.0,99.0,5.5,88.9,Group B,Yes,Master,Yes
1279,Student_279,16,Male,12th,Sunrise Academy,81.0,49.0,65.0,84.0,78.0,2.0,96.0,Group A,Yes,Bachelor,No
1280,Student_280,16,Male,10th,City Public School,73.0,38.0,55.0,64.0,50.0,,79.9,None,No,Bachelor,Yes
1281,Student_281,15,Male,9th,City Public School,71.0,61.0,45.0,84.0,94.0,2.0,78.7,Group C,Yes,High School,Yes
1282,Student_282,18,Female,12th,National Grammar,84.0,60.0,96.0,43.0,82.0,2.9,89.4,Group B,No,Master,No
1283,Student_283,14,Female,12th,National Grammar,,53.0,83.0,78.0,89.0,5.2,55.2,Group B,No,High School,No
1284,Student_284,17,Female,10th,City Public School,97.0,51.0,82.0,36.0,95.0,5.3,96.3,Group A,Yes,Bachelor,No
1285,Student_285,14,Male,10th,Greenwood High,88.0,77.0,86.0,59.0,78.0,5.7,63.9,Group B,No,Master,No
1286,Student_286,18,Female,12th,City Public School,60.0,75.0,86.0,78.0,88.0,1.3,99.3,Group B,Yes,Bachelor,No
1287,Student_287,17,Female,11th,Sunrise Academy,85.0,76.0,87.0,45.0,59.0,6.9,88.1,Group C,No,Bachelor,No
1288,Student_288,18,Male,12th,City Public School,83.0,84.0,81.0,80.0,58.0,4.5,89.8,None,Yes,Bachelor,Yes
1289,Student_289,16,Female,10th,Sunrise Academy,60.0,74.0,51.0,71.0,50.0,4.0,,Group C,Yes,High School,Yes
1290,Student_290,17,Female,9th,National Grammar,83.0,73.0,99.0,46.0,94.0,7.9,76.2,None,Yes,Bachelor,Yes
1291,Student_291,16,Male,9th,Greenwood High,50.0,57.0,52.0,92.0,81.0,6.1,80.7,Group C,Yes,None,Yes
1292,Student_292,14,Male,11th,National Grammar,78.0,86.0,43.0,74.0,94.0,1.4,57.1,Group A,Yes,Bachelor,Yes
1293,Student_293,14,Male,12th,Sunrise Academy,,81.0,78.0,36.0,76.0,6.2,83.1,Group B,Yes,High School,Yes
1294,Student_294,17,Female,9th,Sunrise Academy,90.0,97.0,93.0,56.0,47.0,1.2,83.2,None,Yes,High School,No
1295,Student_295,17,Female,12th,Sunrise Academy,40.0,77.0,41.0,39.0,47.0,0.7,95.1,Group A,No,Bachelor,Yes
1296,Student_296,18,Female,10th,Greenwood High,67.0,82.0,65.0,63.0,66.0,3.5,77.8,Group B,Yes,Master,Yes
1297,Student_297,18,Male,9th,City Public School,63.0,68.0,98.0,65.0,66.0,8.0,58.5,Group B,Yes,High School,No
1298,Student_298,16,Male,11th,National Grammar,74.0,74.0,66.0,54.0,54.0,1.8,68.8,Group B,Yes,Bachelor,Yes
1299,Student_299,17,Female,10th,National Grammar,52.0,95.0,66.0,35.0,95.0,5.5,84.5,Group C,No,,Yes
1300,Student_300,14,Female,11th,City Public School,86.0,,54.0,53.0,47.0,1.8,65.8,Group A,No,Master,Yes
1301,Student_301,18,Male,10th,National Grammar,73.0,96.0,47.0,47.0,56.0,5.9,67.6,Group A,Yes,Bachelor,No
1302,Student_302,18,Male,9th,Greenwood High,50.0,92.0,46.0,35.0,73.0,4.3,91.9,Group B,Yes,Bachelor,Yes
1303,Student_303,14,Male,11th,National Grammar,75.0,67.0,86.0,58.0,92.0,5.6,81.3,None,Yes,Master,No
1304,Student_304,18,Male,11th,Sunrise Academy,90.0,50.0,94.0,54.0,61.0,2.0,,Group A,Yes,,Yes
1305,Student_305,16,Female,10th,City Public School,56.0,82.0,85.0,84.0,51.0,6.1,,Group C,No,Master,Yes
1306,Student_306,17,Male,11th,Greenwood High,74.0,44.0,79.0,75.0,57.0,8.0,87.9,None,Yes,Master,Yes
1307,Student_307,14,Female,10th,City Public School,99.0,72.0,99.0,53.0,46.0,5.5,67.9,None,No,Master,No
1308,Student_308,17,Female,10th,Greenwood High,57.0,53.0,51.0,55.0,48.0,4.2,88.2,None,Yes,High School,No
1309,Student_309,18,Female,10th,Sunrise Academy,79.0,70.0,52.0,57.0,54.0,7.4,58.2,None,No,High School,No
1310,Student_310,18,Male,10th,City Public School,61.0,93.0,82.0,32.0,83.0,0.6,93.9,Group A,Yes,Master,No
1311,Student_311,14,Male,9th,National Grammar,96.0,97.0,56.0,67.0,68.0,,77.5,Group B,No,High School,Yes
1312,Student_312,16,Male,10th,Greenwood High,63.0,80.0,56.0,90.0,61.0,7.2,74.7,None,No,Bachelor,No
1313,Student_313,15,Male,12th,City Public School,,37.0,95.0,80.0,96.0,1.0,82.5,Group C,No,High School,Yes
1314,Student_314,14,Female,11th,National Grammar,58.0,99.0,75.0,77.0,50.0,3.9,83.1,Group C,Yes,None,No
1315,Student_315,15,Male,12th,City Public School,76.0,42.0,60.0,50.0,63.0,2.0,60.9,Group B,Yes,High School,Yes
1316,Student_316,15,Male,9th,City Public School,78.0,85.0,47.0,83.0,49.0,4.7,89.0,Group A,Yes,Bachelor,Yes
1317,Student_317,16,Female,12th,City Public School,60.0,40.0,44.0,85.0,76.0,5.4,67.4,Group B,Yes,High School,Yes
1318,Student_318,15,Male,11th,Greenwood High,,73.0,65.0,88.0,54.0,2.8,95.7,None,Yes,Bachelor,Yes
1319,Student_319,15,Female,12th,National Grammar,67.0,94.0,55.0,80.0,53.0,3.9,91.8,Group A,Yes,Bachelor,Yes
1320,Student_320,16,Female,9th,Sunrise Academy,44.0,62.0,75.0,49.0,71.0,2.6,70.6,Group A,Yes,Bachelor,No
1321,Student_321,15,Female,10th,Greenwood High,56.0,88.0,67.0,88.0,57.0,3.3,91.3,None,Yes,Bachelor,Yes
1322,Student_322,15,Female,12th,Greenwood High,76.0,71.0,93.0,38.0,63.0,1.7,71.0,Group C,Yes,High School,Yes
1323,Student_323,15,Female,9th,Greenwood High,75.0,43.0,68.0,30.0,65.0,7.1,59.5,None,Yes,High School,No
1324,Student_324,14,Female,9th,Sunrise Academy,93.0,90.0,86.0,58.0,68.0,0.6,98.3,Group B,Yes,High School,Yes
1325,Student_325,14,Female,11th,National Grammar,58.0,93.0,51.0,92.0,82.0,7.1,84.4,None,Yes,Bachelor,No
1326,Student_326,14,Female,11th,National Grammar,66.0,36.0,76.0,85.0,48.0,4.8,75.5,Group C,Yes,Bachelor,Yes
1327,Student_327,16,Male,12th,National Grammar,92.0,95.0,69.0,97.0,68.0,3.0,72.9,None,Yes,Bachelor,No
1328,Student_328,18,Male,10th,City Public School,73.0,92.0,62.0,64.0,79.0,5.9,69.6,Group B,No,,Yes
1329,Student_329,15,Male,9th,City Public School,50.0,94.0,55.0,32.0,47.0,4.3,,Group B,No,Bachelor,Yes
1330,Student_330,15,Male,12th,City Public School,93.0,74.0,53.0,36.0,48.0,4.2,61.1,Group C,No,None,Yes
1331,Student_331,16,Female,9th,Sunrise Academy,84.0,70.0,49.0,56.0,81.0,1.3,69.2,Group B,No,Master,Yes
1332,Student_332,15,Male,9th,City Public School,86.0,71.0,46.0,30.0,84.0,3.4,76.8,Group B,Yes,None,No
1333,Student_333,14,Female,10th,Sunrise Academy,51.0,52.0,84.0,73.0,92.0,2.3,76.5,None,Yes,Master,Yes
1334,Student_334,18,Male,10th,National Grammar,93.0,97.0,91.0,70.0,98.0,0.6,76.2,Group A,Yes,Bachelor,Yes
1335,Student_335,17,Male,12th,City Public School,60.0,56.0,99.0,71.0,79.0,,,Group B,Yes,High School,Yes
1336,Student_336,15,Male,10th,City Public School,93.0,45.0,76.0,62.0,75.0,1.2,61.5,Group B,Yes,High School,No
1337,Student_337,14,Female,10th,Greenwood High,50.0,92.0,68.0,79.0,88.0,2.4,66.5,Group C,Yes,None,Yes
1338,Student_338,17,Male,12th,Sunrise Academy,78.0,91.0,42.0,92.0,69.0,1.2,96.2,Group C,Yes,High School,No
1339,Student_339,18,Female,10th,National Grammar,67.0,38.0,54.0,66.0,84.0,1.3,60.1,None,Yes,High School,Yes
1340,Student_340,17,Female,11th,Greenwood High,44.0,41.0,75.0,88.0,57.0,2.0,89.1,None,No,Bachelor,Yes
1341,Student_341,14,Male,9th,Greenwood High,56.0,95.0,86.0,77.0,48.0,8.0,89.1,Group B,Yes,High School,Yes
1342,Student_342,17,Male,9th,National Grammar,95.0,88.0,85.0,34.0,90.0,0.5,91.4,Group A,Yes,Bachelor,No
1343,Student_343,16,Male,9th,Greenwood High,,35.0,91.0,77.0,58.0,5.3,94.9,Group A,Yes,High School,No
1344,Student_344,17,Female,9th,Sunrise Academy,80.0,89.0,58.0,32.0,57.0,1.6,66.8,None,Yes,Master,Yes
1345,Student_345,15,Male,12th,Sunrise Academy,85.0,37.0,52.0,76.0,71.0,7.4,65.1,Group C,Yes,Bachelor,Yes
1346,Student_346,15,Female,9th,City Public School,97.0,72.0,81.0,91.0,50.0,1.2,75.9,Group B,No,High School,No
1347,Student_347,16,Female,9th,Greenwood High,51.0,35.0,60.0,43.0,61.0,7.7,66.9,Group B,Yes,,Yes
1348,Student_348,14,Male,9th,City Public School,45.0,72.0,76.0,92.0,80.0,5.1,88.0,Group A,Yes,High School,Yes
1349,Student_349,15,Male,9th,Greenwood High,56.0,63.0,66.0,90.0,84.0,0.5,83.6,None,Yes,High School,Yes
1350,Student_350,18,Female,11th,Sunrise Academy,90.0,39.0,94.0,60.0,93.0,7.2,94.4,Group A,Yes,Bachelor,Yes
1351,Student_351,15,Female,9th,Sunrise Academy,58.0,,91.0,46.0,79.0,4.4,58.7,Group A,No,Bachelor,Yes
1352,Student_352,15,Female,11th,Sunrise Academy,65.0,81.0,68.0,53.0,61.0,2.5,96.2,None,Yes,Master,Yes
1353,Student_353,14,Male,12th,Greenwood High,87.0,69.0,59.0,52.0,85.0,6.3,68.2,Group C,Yes,Bachelor,Yes
1354,Student_354,17,Female,10th,Sunrise Academy,83.0,35.0,64.0,79.0,46.0,7.4,77.1,Group B,No,Master,No
1355,Student_355,15,Male,9th,Greenwood High,83.0,46.0,45.0,99.0,57.0,4.1,74.7,Group C,No,Master,Yes
1356,Student_356,16,Female,10th,City Public School,91.0,,75.0,56.0,96.0,2.9,89.2,None,Yes,Master,No
1357,Student_357,17,Female,10th,Greenwood High,71.0,61.0,41.0,44.0,46.0,6.4,73.9,None,Yes,Bachelor,Yes
1358,Student_358,18,Male,12th,City Public School,45.0,90.0,61.0,79.0,96.0,5.6,97.5,Group B,Yes,High School,No
1359,Student_359,14,Female,10th,Greenwood High,,57.0,71.0,65.0,72.0,,95.6,Group C,Yes,High School,Yes
1360,Student_360,18,Male,11th,City Public School,97.0,59.0,55.0,37.0,87.0,5.7,94.2,Group B,Yes,,No
1361,Student_361,17,Male,10th,Sunrise Academy,75.0,55.0,57.0,32.0,70.0,2.3,58.2,Group A,No,High School,Yes
1362,Student_362,17,Female,10th,City Public School,77.0,95.0,44.0,91.0,66.0,7.5,93.4,Group A,Yes,High School,No
1363,Student_363,17,Male,10th,Sunrise Academy,50.0,97.0,93.0,76.0,91.0,1.3,90.2,Group A,No,Bachelor,Yes
1364,Student_364,18,Male,9th,Sunrise Academy,72.0,86.0,75.0,90.0,87.0,2.5,59.7,Group C,Yes,,Yes
1365,Student_365,17,Female,9th,City Public School,63.0,59.0,69.0,61.0,99.0,4.4,59.8,Group A,Yes,Bachelor,No
1366,Student_366,18,Male,11th,Greenwood High,62.0,89.0,84.0,42.0,47.0,4.7,59.6,Group B,Yes,None,Yes
1367,Student_367,17,Male,11th,Greenwood High,54.0,80.0,58.0,30.0,79.0,0.6,55.5,Group C,No,Bachelor,Yes
1368,Student_368,16,Male,9th,National Grammar,66.0,66.0,62.0,63.0,56.0,6.4,79.7,Group B,No,Bachelor,No
1369,Student_369,17,Female,11th,Greenwood High,50.0,89.0,73.0,91.0,68.0,3.2,98.8,None,Yes,High School,Yes
1370,Student_370,18,Male,9th,National Grammar,96.0,39.0,52.0,60.0,49.0,3.5,74.7,Group C,Yes,Bachelor,Yes
1371,Student_371,15,Female,12th,Greenwood High,90.0,,82.0,93.0,64.0,6.6,79.3,Group B,Yes,Bachelor,No
1372,Student_372,17,Female,10th,Greenwood High,,,93.0,54.0,83.0,3.3,98.6,Group B,No,High School,Yes
1373,Student_373,15,Male,10th,Sunrise Academy,56.0,92.0,68.0,67.0,83.0,0.9,66.5,Group C,No,High School,No
1374,Student_374,16,Male,11th,National Grammar,90.0,73.0,75.0,43.0,57.0,1.8,93.6,None,Yes,High School,Yes
1375,Student_375,14,Male,9th,Greenwood High,92.0,95.0,61.0,37.0,85.0,7.7,79.6,Group C,Yes,Bachelor,No
1376,Student_376,16,Female,9th,National Grammar,53.0,43.0,91.0,83.0,97.0,1.0,80.6,Group A,Yes,Bachelor,Yes
1377,Student_377,17,Male,11th,Sunrise Academy,66.0,40.0,91.0,31.0,89.0,3.2,70.4,Group A,Yes,,No
1378,Student_378,15,Male,9th,Sunrise Academy,57.0,69.0,86.0,85.0,56.0,4.3,80.3,None,Yes,Bachelor,Yes
1379,Student_379,15,Male,12th,National Grammar,67.0,73.0,75.0,90.0,57.0,4.2,58.3,Group B,Yes,High School,Yes
1380,Student_380,18,Male,10th,Sunrise Academy,90.0,56.0,48.0,51.0,54.0,0.5,89.4,Group B,No,Bachelor,No
1381,Student_381,15,Male,11th,City Public School,86.0,75.0,78.0,64.0,77.0,4.3,67.8,Group B,Yes,High School,Yes
1382,Student_382,18,Female,11th,City Public School,86.0,39.0,90.0,45.0,84.0,3.4,94.9,Group C,No,Bachelor,No
1383,Student_383,14,Female,9th,Sunrise Academy,43.0,76.0,58.0,79.0,98.0,7.8,71.6,Group C,Yes,High School,No
1384,Student_384,17,Male,11th,City Public School,46.0,64.0,77.0,72.0,60.0,1.7,61.4,None,Yes,Bachelor,Yes
1385,Student_385,18,Male,12th,Greenwood High,84.0,91.0,45.0,46.0,89.0,3.2,86.3,Group A,Yes,,No
1386,Student_386,14,Male,9th,National Grammar,74.0,63.0,91.0,87.0,79.0,3.6,62.4,Group B,Yes,Bachelor,Yes
1387,Student_387,15,Male,9th,Greenwood High,87.0,71.0,86.0,31.0,47.0,3.4,88.9,Group A,Yes,High School,Yes
1388,Student_388,15,Female,9th,National Grammar,48.0,,54.0,33.0,49.0,5.5,98.6,Group C,Yes,Bachelor,Yes
1389,Student_389,14,Male,9th,Sunrise Academy,47.0,,96.0,68.0,70.0,2.1,90.1,Group C,Yes,High School,No
1390,Student_390,15,Female,12th,Greenwood High,91.0,80.0,59.0,35.0,55.0,2.2,56.0,Group C,Yes,Bachelor,Yes
1391,Student_391,14,Female,9th,Sunrise Academy,84.0,57.0,48.0,98.0,51.0,6.0,82.0,Group A,Yes,Bachelor,No
1392,Student_392,18,Male,11th,Sunrise Academy,56.0,79.0,71.0,98.0,97.0,4.3,86.3,None,Yes,Bachelor,Yes
1393,Student_393,18,Female,12th,National Grammar,,51.0,43.0,49.0,54.0,3.6,92.1,None,Yes,Bachelor,No
1394,Student_394,14,Female,10th,National Grammar,88.0,40.0,89.0,93.0,86.0,1.8,57.5,Group C,Yes,High School,Yes
1395,Student_395,18,Female,10th,National Grammar,72.0,52.0,57.0,45.0,96.0,1.9,76.6,Group B,No,Bachelor,No
1396,Student_396,18,Female,11th,Greenwood High,71.0,56.0,44.0,80.0,78.0,0.6,79.1,Group A,Yes,Bachelor,Yes
1397,Student_397,18,Male,11th,City Public School,47.0,,59.0,66.0,47.0,1.2,62.6,Group C,No,Master,Yes
1398,Student_398,16,Male,12th,National Grammar,58.0,64.0,62.0,98.0,52.0,4.7,69.5,Group A,Yes,Bachelor,Yes
1399,Student_399,17,Female,10th,National Grammar,,66.0,50.0,71.0,75.0,7.2,74.8,Group A,Yes,Bachelor,No
1400,Student_400,15,Male,10th,Greenwood High,42.0,76.0,76.0,86.0,55.0,2.7,92.5,None,Yes,High School,Yes
1401,Student_401,16,Male,10th,National Grammar,98.0,44.0,61.0,95.0,89.0,3.0,96.8,Group C,No,Bachelor,No
1402,Student_402,18,Male,10th,Greenwood High,44.0,70.0,97.0,38.0,51.0,1.4,83.3,None,No,Bachelor,Yes
1403,Student_403,14,Male,10th,Sunrise Academy,52.0,68.0,43.0,93.0,89.0,3.4,72.8,Group C,Yes,Master,No
1404,Student_404,18,Male,9th,National Grammar,86.0,62.0,68.0,51.0,46.0,0.8,66.4,Group A,Yes,High School,Yes
1405,Student_405,17,Female,11th,National Grammar,85.0,45.0,83.0,63.0,50.0,7.4,99.2,None,Yes,None,Yes
1406,Student_406,18,Male,9th,Sunrise Academy,70.0,73.0,73.0,84.0,85.0,5.5,99.2,Group A,Yes,None,Yes
1407,Student_407,14,Male,10th,Sunrise Academy,94.0,81.0,52.0,58.0,76.0,7.9,96.6,Group C,Yes,Bachelor,Yes
1408,Student_408,17,Male,12th,Sunrise Academy,55.0,53.0,81.0,67.0,64.0,7.1,90.4,Group B,Yes,Master,Yes
1409,Student_409,18,Male,12th,National Grammar,89.0,49.0,48.0,47.0,78.0,4.0,69.7,None,Yes,None,No
1410,Student_410,17,Female,10th,City Public School,71.0,62.0,81.0,94.0,94.0,4.4,,None,No,Bachelor,No
1411,Student_411,15,Female,10th,City Public School,61.0,58.0,70.0,30.0,60.0,1.9,73.4,Group A,Yes,Bachelor,No
1412,Student_412,15,Female,12th,City Public School,68.0,43.0,46.0,33.0,69.0,4.0,69.7,Group A,Yes,Bachelor,Yes
1413,Student_413,18,Female,9th,National Grammar,61.0,81.0,43.0,33.0,56.0,7.3,88.5,Group B,Yes,High School,Yes
1414,Student_414,17,Male,9th,Sunrise Academy,82.0,67.0,58.0,56.0,51.0,0.9,58.6,None,Yes,Bachelor,No
1415,Student_415,14,Female,10th,National Grammar,42.0,96.0,81.0,72.0,83.0,7.0,57.2,Group C,Yes,None,Yes
1416,Student_416,18,Male,9th,Sunrise Academy,93.0,53.0,69.0,88.0,61.0,,75.2,Group C,Yes,Bachelor,No
1417,Student_417,15,Male,12th,National Grammar,49.0,74.0,70.0,61.0,89.0,7.2,75.1,None,Yes,High School,Yes
1418,Student_418,15,Male,9th,National Grammar,81.0,81.0,74.0,62.0,55.0,7.6,95.3,None,No,Bachelor,No
1419,Student_419,18,Male,10th,Sunrise Academy,60.0,99.0,96.0,57.0,50.0,5.5,60.7,None,No,Bachelor,Yes
1420,Student_420,17,Male,12th,City Public School,55.0,63.0,60.0,84.0,67.0,5.5,60.5,Group B,Yes,,No
1421,Student_421,15,Female,9th,Sunrise Academy,51.0,84.0,70.0,89.0,71.0,3.9,61.6,Group C,Yes,High School,Yes
1422,Student_422,17,Female,11th,Greenwood High,,47.0,58.0,99.0,90.0,6.8,56.3,Group C,Yes,Bachelor,No
1423,Student_423,15,Female,12th,Greenwood High,80.0,35.0,70.0,91.0,50.0,7.7,58.2,Group A,Yes,Bachelor,Yes
1424,Student_424,15,Female,12th,Sunrise Academy,63.0,68.0,92.0,63.0,82.0,6.3,84.7,Group A,Yes,Bachelor,No
1425,Student_425,16,Male,11th,National Grammar,,82.0,71.0,85.0,46.0,5.2,74.4,None,Yes,High School,No
1426,Student_426,15,Female,11th,Greenwood High,95.0,82.0,41.0,42.0,66.0,5.1,89.4,Group A,Yes,None,Yes
1427,Student_427,14,Male,12th,Greenwood High,69.0,83.0,98.0,85.0,64.0,6.9,99.7,Group B,No,High School,Yes
1428,Student_428,18,Female,11th,National Grammar,96.0,98.0,91.0,47.0,69.0,4.6,84.7,Group C,Yes,High School,Yes
1429,Student_429,18,Male,10th,National Grammar,69.0,95.0,49.0,83.0,59.0,6.5,57.3,Group C,No,Master,Yes
1430,Student_430,17,Male,10th,City Public School,86.0,63.0,41.0,72.0,93.0,4.3,59.7,Group A,Yes,None,Yes
1431,Student_431,15,Female,10th,National Grammar,74.0,,41.0,68.0,73.0,1.0,94.6,None,Yes,High School,Yes
